name,theta_cam_deg,theta_proj_deg,phi_cam_deg,phi_proj_deg,r_cam_m,r_proj_m,bin_acc,med_du,med_du_correct,p95_du,iou,valid_px
sample_7000092,43.11,12.61,198.55,206.97,1.711,1.916,0.8696928760925116,0.3441162109375,0.2857666015625,1413.5010986328125,0.9987333977904683,1536025
sample_7000093,71.32,34.63,42.89,85.65,1.966,2.407,0.0408132387951424,379.5340576171875,6.968994140625,1377.090087890625,0.9948117673695802,773303
sample_7000094,50.51,73.0,72.65,245.12,1.722,1.581,0.06243261510178702,367.9066162109375,5.22674560546875,1042.668212890625,0.7647114278555167,924725
sample_7000095,18.41,6.08,175.94,300.55,2.514,2.615,0.10470770859308674,321.7574462890625,5.6511993408203125,1257.232177734375,0.8703795120191689,1689102
sample_7000096,60.23,36.21,245.64,83.98,2.094,2.367,0.15782151641835712,721.4519653320312,3.121826171875,1538.206298828125,0.9776711013578384,1283076
sample_7000097,25.4,0.18,71.56,134.67,2.01,1.856,0.976054312216807,0.2183837890625,0.2122802734375,0.846527099609375,0.998622803119195,1249369
sample_7000098,61.1,26.65,103.84,157.25,2.472,1.66,0.043700085951771786,601.4365844726562,5.450439453125,1528.7633056640625,0.9907617520147375,399061
sample_7000099,56.84,31.97,85.66,331.34,2.022,1.892,0.5490975243115239,7.240203857421875,1.5853271484375,1162.1741943359375,0.9959510604570039,927338
sample_7000100,57.6,67.72,208.22,334.59,2.809,2.912,0.001448747975309723,597.5142822265625,7.4508056640625,1005.7838134765625,0.7250127699670212,730976
sample_7000101,42.19,28.97,216.7,106.06,2.576,2.376,0.6968026115769874,1.494873046875,0.846527099609375,1502.9161376953125,0.9974054924248816,1182121
sample_7000102,11.18,62.17,47.34,141.1,2.17,1.957,0.11026139251342176,394.4447326660156,4.4591064453125,958.3441772460938,0.9449077498334573,1337567
sample_7000103,28.02,65.87,212.38,195.7,2.374,1.714,0.6730911870269887,2.12744140625,1.0662841796875,993.3325805664062,0.9806575851187352,1239003
